bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price(k),sqft_lot(k),sqft_living(k)
3,2.25,1.0,0,0,5,7,1180,500,1973,0,98034,47.713,-122.225,530.0,7.3,1.7
5,3.25,1.0,0,0,5,8,2170,1850,1970,0,98027,47.4952,-122.068,590.0,40.3,4.0
3,1.75,1.0,0,0,3,7,1070,460,1979,0,98042,47.3146,-122.043,257.5,14.1,1.5
3,1.0,1.0,0,0,3,8,1170,0,1957,0,98125,47.7122,-122.29,415.0,6.7,1.2
3,1.75,1.5,0,0,3,7,1280,300,1945,0,98107,47.672,-122.397,536.0,3.8,1.6
3,1.5,1.0,0,0,4,7,1270,0,1964,0,98031,47.4075,-122.196,246.5,11.6,1.3
3,1.75,1.0,0,0,3,8,1480,0,1975,0,98034,47.7225,-122.202,395.0,7.7,1.5
3,2.25,1.0,0,0,4,8,1700,520,1974,0,98052,47.6383,-122.098,739.0,10.5,2.2
4,2.75,2.0,0,0,3,11,3200,0,1984,0,98005,47.6402,-122.171,1272.0,13.7,3.2
3,1.0,1.0,0,0,4,7,910,0,1968,0,98003,47.2741,-122.301,190.0,10.6,0.9
3,1.5,1.0,0,0,3,7,1480,0,1962,0,98168,47.4717,-122.323,305.0,9.1,1.5
4,4.25,2.0,0,0,4,8,3770,0,1983,0,98028,47.7517,-122.225,925.0,13.1,3.8
4,3.0,2.0,0,0,3,10,2360,1140,1977,0,98040,47.5468,-122.231,895.0,13.4,3.5
3,1.75,1.5,0,0,3,8,1480,0,1943,0,98115,47.6732,-122.272,656.0,7.5,1.5
4,1.0,1.5,0,0,3,7,1260,400,1945,0,98117,47.6829,-122.378,560.0,4.7,1.7
5,2.25,2.0,0,0,3,9,2520,0,1977,0,98074,47.6322,-122.053,610.0,11.7,2.5
4,2.5,2.0,0,0,3,9,2850,0,1987,0,98075,47.5852,-121.992,645.0,37.5,2.8
3,2.5,2.0,0,0,3,8,2153,0,2007,0,98001,47.2872,-122.283,259.0,4.4,2.2
4,2.5,2.0,0,0,3,10,3780,0,1990,0,98033,47.6533,-122.183,980.0,11.0,3.8
4,4.0,1.0,0,0,4,9,1940,1830,1967,0,98177,47.7159,-122.367,872.0,9.8,3.8
6,2.75,1.0,0,2,4,9,1940,1660,1977,0,98040,47.5726,-122.213,1000.0,9.7,3.6
3,2.75,1.5,0,0,3,8,1590,1390,1941,2012,98033,47.674,-122.196,900.0,12.6,3.0
4,1.5,1.5,0,0,4,7,1540,780,1915,0,98103,47.6944,-122.355,475.0,5.5,2.3
5,2.75,1.0,0,0,4,8,1730,1250,1975,0,98042,47.3774,-122.16,350.0,13.5,3.0
4,1.75,1.0,0,3,3,9,1670,1260,1947,0,98117,47.6765,-122.404,840.0,11.6,2.9
4,2.5,1.0,0,0,3,8,1420,620,1963,0,98006,47.5512,-122.17,500.0,8.4,2.0
3,1.5,1.0,0,0,3,7,1110,400,1954,0,98148,47.4303,-122.334,202.5,9.9,1.5
4,2.5,2.0,0,0,3,8,2660,0,1988,0,98027,47.4969,-122.06,523.0,65.3,2.7
3,2.5,2.0,0,0,3,7,1740,0,1989,0,98001,47.2671,-122.236,225.0,10.0,1.7
3,2.25,1.0,0,1,3,7,1190,1050,1980,0,98198,47.3995,-122.318,418.2,9.5,2.2
4,1.75,1.0,0,0,3,7,1170,400,1959,0,98028,47.7432,-122.248,356.5,9.7,1.6
4,3.0,1.5,0,0,4,7,1460,1040,1926,0,98103,47.6895,-122.331,670.0,5.0,2.5
3,2.25,1.0,0,0,5,7,1150,600,1962,0,98155,47.7509,-122.3,456.2,12.4,1.8
4,2.5,2.0,0,0,3,8,2020,1010,1998,0,98045,47.485,-121.799,471.0,9.7,3.0
3,2.5,3.0,0,0,3,8,1680,0,2008,0,98116,47.5891,-122.387,558.0,0.9,1.7
6,4.5,2.0,0,2,3,11,3610,2130,2000,0,98006,47.5533,-122.11,1380.0,10.3,5.7
3,1.0,1.0,0,0,5,7,1220,0,1961,0,98002,47.2811,-122.214,161.5,6.0,1.2
3,1.0,1.5,0,0,3,7,1310,0,1962,0,98034,47.7284,-122.241,311.0,8.4,1.3
6,1.75,1.5,0,0,4,8,2490,0,1966,0,98034,47.7252,-122.187,470.0,8.7,2.5
3,3.25,1.5,0,0,5,8,1770,450,1929,0,98108,47.5665,-122.316,569.0,8.2,2.2
4,2.5,2.0,0,0,3,9,2240,0,1989,0,98029,47.5652,-122.013,689.0,7.4,2.2
3,1.75,1.0,0,0,3,7,1230,660,1979,0,98045,47.4472,-121.774,271.9,11.9,1.9
4,2.5,2.0,0,0,3,7,1850,0,1991,0,98030,47.359,-122.191,278.0,6.0,1.8
2,2.5,2.0,0,0,4,8,1440,770,1931,0,98112,47.6305,-122.3,820.0,4.4,2.2
3,1.75,1.0,0,0,4,7,1410,0,1967,0,98056,47.5375,-122.176,399.5,7.7,1.4
3,2.75,2.0,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.114,462.0,2.6,1.9
3,1.0,1.0,0,0,3,7,1550,280,1977,0,98042,47.3126,-122.043,347.5,12.0,1.8
2,0.75,1.0,0,0,3,7,1200,240,1914,0,98107,47.6707,-122.364,562.1,3.7,1.4
2,1.0,1.0,0,0,3,6,950,0,1958,0,98058,47.4499,-122.176,230.0,7.6,1.0
4,2.5,2.0,0,0,5,8,2370,0,1966,0,98033,47.6715,-122.166,687.0,10.1,2.4
4,2.5,2.0,0,0,3,10,3070,0,2000,0,98075,47.5847,-122.08,725.8,5.8,3.1
3,1.0,1.0,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,315.5,12.6,1.3
4,2.0,1.0,0,0,3,7,1300,0,1950,2013,98146,47.5071,-122.369,312.0,7.1,1.3
3,3.25,2.0,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,343.0,1.2,1.2
1,1.0,1.5,0,0,3,6,710,0,2015,0,98144,47.5756,-122.316,385.2,6.0,0.7
4,2.25,1.0,0,0,4,8,1730,510,1981,0,98059,47.4777,-122.142,415.0,12.6,2.2
3,1.75,2.0,0,0,4,6,2400,1200,1948,0,98033,47.6893,-122.167,461.0,8.7,3.6
4,2.5,2.0,0,0,3,7,1960,0,2002,0,98056,47.4941,-122.19,370.0,7.1,2.0
4,2.5,2.0,0,0,3,7,1820,0,1999,0,98019,47.7351,-121.985,350.0,3.1,1.8
3,2.25,1.0,0,0,3,8,1400,560,1966,0,98055,47.4436,-122.21,285.8,17.1,2.0
4,2.25,1.0,0,0,3,8,1320,430,1972,0,98005,47.5909,-122.158,542.5,10.2,1.8
5,3.5,2.0,0,0,3,9,2890,810,2011,0,98053,47.7085,-122.117,830.0,5.4,3.7
4,2.5,2.0,0,0,4,8,2350,560,1976,0,98034,47.7085,-122.24,705.0,20.9,2.9
2,1.0,1.0,0,0,3,8,1090,180,1949,0,98117,47.6828,-122.393,615.0,5.0,1.3
2,1.0,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,184.5,5.9,0.7
2,1.0,1.0,0,0,3,7,1040,0,1901,0,98122,47.6048,-122.312,412.0,5.1,1.0
3,1.5,1.5,0,0,3,7,2210,0,1934,0,98168,47.492,-122.309,250.0,11.1,2.2
5,2.0,2.0,0,0,3,7,2060,0,1903,0,98105,47.6685,-122.305,580.0,6.0,2.1
2,1.0,1.0,0,0,5,6,780,0,1923,0,98055,47.4759,-122.208,220.0,6.0,0.8
4,2.75,1.0,0,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,675.0,8.9,2.2
2,1.0,1.0,0,0,3,7,800,0,1918,0,98107,47.6566,-122.358,373.5,3.3,0.8
2,1.5,2.0,0,0,3,7,1590,850,1910,0,98118,47.5568,-122.271,662.7,6.9,2.4
5,1.0,2.0,0,0,4,6,1460,0,1941,0,98168,47.487,-122.282,240.0,6.0,1.5
3,1.0,1.0,0,0,4,7,1150,0,1957,0,98052,47.6788,-122.162,383.0,10.2,1.2
3,2.75,1.0,0,0,4,7,1470,1180,1975,0,98028,47.7669,-122.268,485.0,12.4,2.6
4,2.75,1.0,0,0,5,8,1580,1020,1976,0,98075,47.593,-122.054,610.0,36.6,2.6
6,1.75,1.0,0,0,3,7,1130,690,1954,0,98116,47.579,-122.39,545.0,6.2,1.8
2,2.5,2.0,0,0,5,8,1690,870,1901,0,98112,47.6233,-122.3,780.0,2.5,2.6
3,2.5,2.0,0,0,3,8,1714,0,2005,0,98055,47.4288,-122.19,305.0,3.2,1.7
3,1.0,1.0,0,0,3,7,900,430,1984,0,98074,47.6355,-122.037,405.0,15.7,1.3
5,3.5,2.0,0,4,3,11,4750,2600,2001,0,98065,47.5373,-121.865,1110.0,12.2,7.4
3,1.75,2.0,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,273.0,9.0,2.0
3,1.0,2.0,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.172,326.5,12.4,1.8
3,1.75,1.0,0,0,5,7,880,500,1981,0,98056,47.5087,-122.193,365.0,9.1,1.4
3,2.75,2.0,0,0,3,10,2440,630,1987,0,98004,47.6444,-122.191,1000.8,10.7,3.1
2,1.0,1.0,0,0,3,7,800,0,1940,0,98117,47.6895,-122.382,422.5,4.0,0.8
4,2.75,2.0,0,0,3,8,2140,0,1993,0,98001,47.3529,-122.274,354.4,9.9,2.1
3,1.0,1.0,0,0,4,7,1330,0,1971,0,98077,47.758,-122.075,320.0,9.5,1.3
3,1.0,1.0,0,0,3,7,1030,0,1961,0,98032,47.3607,-122.291,223.0,9.1,1.0
3,2.5,2.0,0,0,3,7,1740,0,2008,0,98053,47.6966,-122.025,410.0,4.9,1.7
3,1.0,1.5,0,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,438.0,4.0,1.2
3,3.0,2.0,0,0,3,7,960,530,1993,0,98199,47.6506,-122.384,390.0,2.9,1.5
4,2.5,2.0,0,0,3,7,1890,0,2004,0,98092,47.3293,-122.194,298.5,6.0,1.9
5,2.25,2.0,0,0,3,10,3060,0,1989,0,98006,47.5585,-122.117,750.0,13.6,3.1
6,2.5,1.0,0,1,3,8,1800,1450,1966,0,98115,47.6935,-122.28,779.0,12.0,3.2
3,2.75,2.0,0,2,3,8,1530,1200,1978,0,98034,47.6987,-122.231,570.0,11.9,2.7
3,1.0,1.0,0,0,3,6,810,0,1918,0,98144,47.5712,-122.316,385.0,4.6,0.8
4,2.0,1.0,0,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,649.0,11.0,2.2
3,1.0,1.0,0,0,3,7,1270,470,1947,0,98168,47.5049,-122.329,283.0,5.2,1.7
4,2.25,1.0,0,0,3,7,1540,840,1961,0,98008,47.6126,-122.12,699.9,16.2,2.4
4,1.0,1.0,0,0,3,7,770,770,1971,0,98058,47.4278,-122.152,278.5,8.4,1.5
4,1.75,1.0,0,0,3,8,1610,730,1975,0,98052,47.6401,-122.108,700.0,9.1,2.3
4,2.75,2.0,0,0,3,9,2710,0,1995,0,98045,47.4745,-121.724,535.0,46.0,2.7
3,1.75,1.0,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,234.5,18.4,1.3
3,1.75,1.0,0,0,4,7,1390,0,1973,0,98133,47.752,-122.35,374.2,9.6,1.4
4,2.5,2.0,0,0,3,8,2201,0,2006,0,98198,47.4002,-122.317,397.0,9.5,2.2
3,2.25,1.0,0,0,3,8,1960,0,1988,0,98008,47.5736,-122.109,613.0,10.4,2.0
3,2.5,1.0,0,0,4,8,1730,1120,1954,0,98004,47.6218,-122.209,1150.0,10.5,2.8
4,1.75,1.0,0,0,3,7,940,940,1924,0,98115,47.6754,-122.327,595.0,4.1,1.9
5,2.75,2.0,0,0,3,8,2440,0,2003,0,98030,47.3655,-122.174,340.0,6.9,2.4
4,2.5,2.0,0,0,3,9,2560,0,2005,0,98038,47.3474,-122.025,388.0,5.8,2.6
3,1.75,1.0,0,0,3,7,1410,0,1950,2014,98166,47.4181,-122.339,404.0,15.2,1.4
3,2.0,1.5,0,1,4,8,1790,1080,1946,0,98115,47.6813,-122.275,810.0,6.4,2.9
4,2.5,2.0,0,0,3,9,2620,0,1987,0,98058,47.438,-122.152,405.0,9.4,2.6
5,3.0,2.0,0,0,3,9,2970,0,2000,0,98075,47.598,-122.019,726.0,10.3,3.0
3,2.5,1.0,0,0,4,7,1400,380,1986,0,98030,47.3667,-122.182,266.0,7.2,1.8
5,2.25,1.0,0,1,5,8,1850,1850,1970,0,98177,47.7736,-122.371,722.5,7.2,3.7
4,2.5,1.0,0,0,3,8,992,260,1996,0,98001,47.3216,-122.291,352.0,25.0,1.3
4,1.5,1.0,0,0,4,7,1110,130,1961,0,98198,47.3716,-122.31,265.0,8.2,1.2
3,2.5,2.0,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,856.0,3.9,2.2
3,2.5,2.0,0,0,4,8,2040,0,2006,0,98038,47.3517,-121.999,347.0,4.3,2.0
5,3.5,2.0,0,0,3,9,2570,560,2014,0,98006,47.5664,-122.129,866.1,4.8,3.1
3,2.5,2.0,0,0,3,7,2350,0,2004,0,98065,47.5314,-121.854,410.0,4.5,2.4
3,1.75,2.0,0,0,3,7,1570,0,1982,0,98045,47.4716,-121.756,370.0,16.8,1.6
3,1.0,1.5,0,0,4,7,1530,0,1919,0,98022,47.1776,-122.011,230.0,389.1,1.5
2,2.0,1.0,0,0,3,7,1520,0,1999,0,98117,47.6948,-122.364,400.0,5.0,1.5
3,1.0,1.0,0,0,4,7,820,530,1959,0,98023,47.3274,-122.346,172.0,9.7,1.4
3,1.75,1.0,0,0,4,8,1250,700,1962,0,98007,47.5893,-122.15,615.0,8.5,2.0
4,3.5,2.0,0,0,3,10,3950,0,1998,0,98075,47.5945,-121.981,860.0,9.6,4.0
3,1.75,1.0,0,0,5,7,1120,920,1958,0,98116,47.5688,-122.397,555.0,6.0,2.0
3,2.5,1.5,0,0,5,8,1390,600,1926,0,98103,47.6867,-122.354,579.0,4.0,2.0
3,1.75,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,385.0,7.0,1.3
4,2.25,2.0,0,0,3,7,2030,0,1977,0,98011,47.7699,-122.168,420.0,12.0,2.0
3,1.75,1.5,0,0,5,7,1620,720,1914,0,98103,47.6956,-122.335,645.0,6.8,2.3
3,2.5,2.0,0,0,3,8,2160,0,1996,0,98133,47.7655,-122.35,550.0,6.3,2.2
3,2.75,1.0,0,1,5,8,1640,1130,1962,0,98033,47.7011,-122.206,678.0,10.0,2.8
4,2.0,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.261,199.0,8.1,2.0
3,1.0,1.0,0,0,4,7,1440,0,1957,0,98040,47.5872,-122.241,604.0,13.8,1.4
5,1.75,1.0,0,0,5,7,1010,720,1963,0,98059,47.5008,-122.162,268.0,10.4,1.7
5,3.5,2.0,0,0,3,10,2820,1690,2003,0,98074,47.6346,-122.011,960.0,16.3,4.5
3,2.5,1.0,0,0,4,7,1450,650,1980,0,98052,47.6968,-122.127,509.2,7.6,2.1
3,2.5,2.0,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,416.0,5.4,1.8
3,1.0,1.0,0,0,3,7,1090,0,1967,0,98003,47.3364,-122.307,190.0,8.5,1.1
3,1.5,1.0,0,0,4,7,1010,0,1973,0,98003,47.2881,-122.294,212.0,10.0,1.0
3,2.5,2.0,0,0,3,8,2040,0,1985,0,98023,47.309,-122.349,325.9,9.8,2.0
3,3.5,2.0,0,0,3,8,1880,390,1996,0,98136,47.5356,-122.384,560.0,4.1,2.3
3,2.5,2.0,0,0,4,7,1730,0,1987,0,98030,47.3499,-122.177,275.0,5.8,1.7
4,2.5,2.0,0,2,3,8,2480,0,1994,0,98059,47.5379,-122.16,665.0,15.4,2.5
4,3.5,2.0,0,0,3,9,2580,900,1926,2010,98144,47.5859,-122.291,1505.0,7.2,3.5
4,2.0,1.0,0,0,3,7,970,750,1930,2006,98106,47.5252,-122.361,375.0,2.4,1.7
3,1.75,1.0,0,0,3,7,1040,530,1979,0,98126,47.5137,-122.37,360.0,7.0,1.6
4,2.75,2.0,0,0,3,7,3527,0,2005,0,98198,47.3823,-122.3,340.0,7.2,3.5
2,1.0,1.0,0,0,4,7,840,0,1948,0,98177,47.7019,-122.366,401.0,8.1,0.8
2,1.75,1.0,0,3,4,6,1160,790,1952,0,98166,47.4504,-122.377,669.0,10.8,2.0
4,2.5,2.0,0,0,3,8,1980,0,2004,0,98052,47.704,-122.101,638.5,6.6,2.0
2,1.5,2.0,0,0,5,7,1170,450,1924,0,98144,47.6012,-122.291,545.0,3.8,1.6
4,1.0,1.0,0,0,3,7,1260,720,1973,0,98034,47.7204,-122.18,524.0,7.0,2.0
5,3.75,2.0,0,0,3,10,3530,0,2013,0,98040,47.5761,-122.205,1610.0,13.3,3.5
2,1.0,1.0,0,0,3,6,1100,160,1947,0,98126,47.5196,-122.376,280.0,4.8,1.3
4,2.5,1.0,0,0,4,8,1500,620,1979,0,98006,47.556,-122.156,828.0,10.8,2.1
3,1.75,1.0,0,0,4,7,1360,0,1984,0,98023,47.2983,-122.374,223.0,10.6,1.4
4,3.5,2.0,0,2,3,9,2250,850,1981,0,98033,47.6512,-122.202,1289.0,2.3,3.1
2,2.0,1.0,0,0,3,7,2370,0,1970,0,98019,47.7388,-121.972,750.0,155.1,2.4
2,1.0,1.0,0,0,3,7,1210,250,1947,0,98125,47.7195,-122.287,430.0,9.2,1.5
4,1.75,1.0,0,0,5,6,990,990,1948,0,98040,47.5768,-122.222,711.0,10.8,2.0
4,2.5,2.0,0,0,3,8,1930,0,1994,0,98042,47.3921,-122.163,310.0,7.0,1.9
5,1.75,1.0,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,415.0,9.1,3.7
4,2.5,2.0,0,0,3,7,1970,0,1987,0,98030,47.3491,-122.168,274.9,6.6,2.0
3,3.0,2.0,0,0,4,8,2470,0,1980,0,98027,47.4661,-121.997,525.0,36.4,2.5
3,1.0,1.0,0,0,3,7,1180,0,1952,0,98092,47.3313,-122.198,179.5,32.2,1.2
3,1.0,1.5,0,0,3,8,1280,0,1910,2014,98115,47.6727,-122.32,478.0,2.6,1.3
3,1.75,1.0,0,0,3,7,990,390,1981,0,98042,47.369,-122.093,195.0,7.4,1.4
4,3.0,1.0,0,0,3,8,1670,1070,1980,0,98058,47.4538,-122.125,385.0,10.9,2.7
3,2.75,1.0,0,0,3,7,1260,760,1969,0,98011,47.7399,-122.197,401.0,9.5,2.0
4,2.5,2.0,0,0,3,8,2835,0,2002,0,98038,47.3878,-122.034,522.0,6.6,2.8
4,1.75,1.0,0,0,4,7,1520,0,1968,0,98065,47.526,-121.809,330.0,14.4,1.5
3,2.5,2.0,0,0,3,9,2190,0,1999,0,98155,47.7641,-122.306,503.0,4.9,2.2
5,1.75,1.0,0,0,4,7,1680,0,1979,0,98003,47.3035,-122.307,175.0,8.4,1.7
4,3.5,2.0,0,0,3,9,3915,0,2014,0,98053,47.6844,-122.016,964.0,6.4,3.9
5,2.0,1.0,0,0,4,8,1720,0,1951,0,98004,47.6368,-122.218,845.0,10.0,1.7
2,1.0,1.0,0,0,3,5,670,0,1905,0,98108,47.5271,-122.326,157.5,4.5,0.7
2,3.0,2.0,0,0,3,7,1400,390,2001,0,98144,47.5926,-122.296,450.0,1.7,1.8
4,1.75,1.0,0,4,3,8,1420,1020,1950,0,98115,47.6807,-122.267,925.0,11.8,2.4
2,1.0,1.0,0,0,4,7,920,0,1938,0,98115,47.6726,-122.265,600.0,5.0,0.9
4,1.0,1.5,0,0,3,7,1680,0,1911,0,98103,47.6667,-122.337,709.0,4.1,1.7
5,3.75,2.0,0,0,5,10,2190,1100,1938,0,98199,47.653,-122.415,1385.0,6.5,3.3
3,2.5,1.0,0,0,3,7,1220,900,1984,0,98092,47.278,-122.145,248.0,6.8,2.1
3,1.0,1.0,0,0,4,6,910,0,1912,0,98103,47.6947,-122.346,245.0,6.6,0.9
2,1.0,1.0,0,0,4,6,1000,0,1942,0,98108,47.5619,-122.315,332.0,4.8,1.0
3,2.5,2.0,0,0,3,7,2340,0,2002,0,98065,47.5362,-121.878,460.0,4.3,2.3
3,2.0,2.0,0,2,3,8,1180,0,1994,0,98122,47.6168,-122.301,425.0,1.8,1.2
3,2.25,1.0,0,0,3,8,1590,490,1979,0,98077,47.7506,-122.063,460.0,51.0,2.1
6,2.5,1.0,0,0,3,9,2360,1400,1967,0,98117,47.6976,-122.381,838.3,13.0,3.8
3,2.5,2.0,0,0,5,7,1480,0,1995,0,98010,47.3126,-122.023,256.0,7.2,1.5
3,2.75,2.0,0,0,3,10,3060,0,1984,0,98006,47.5609,-122.106,864.0,13.6,3.1
4,3.5,2.0,0,0,3,9,2030,1040,1922,2007,98116,47.5732,-122.411,900.0,4.4,3.1
3,1.0,1.0,0,0,3,6,1170,0,1958,0,98058,47.4514,-122.178,145.6,7.6,1.2
5,3.0,1.0,0,0,5,8,1830,1070,1977,0,98115,47.6784,-122.285,865.0,6.7,2.9
3,2.25,2.0,0,0,4,8,2210,0,1969,0,98023,47.3085,-122.381,250.2,8.0,2.2
4,2.0,1.0,0,0,4,5,1440,0,1943,0,98056,47.508,-122.183,162.0,7.6,1.4
4,1.75,1.0,0,0,3,7,1430,550,1973,0,98034,47.7088,-122.202,450.0,7.4,2.0
4,2.75,1.0,0,0,2,8,1460,600,1978,0,98005,47.5934,-122.154,675.5,21.3,2.1
3,2.25,1.5,0,0,5,7,1640,780,1947,0,98115,47.6765,-122.285,697.0,5.3,2.4
3,3.25,2.0,0,0,3,9,2560,880,2005,0,98105,47.6644,-122.28,1324.0,4.1,3.4
3,1.75,1.0,0,0,3,8,1600,0,1984,0,98052,47.6601,-122.135,490.0,16.5,1.6
3,2.25,1.0,0,0,3,8,1460,750,1951,0,98115,47.6891,-122.318,590.0,5.7,2.2
4,1.75,1.0,0,0,3,8,1450,800,1957,0,98023,47.3303,-122.351,280.0,16.0,2.2
2,1.0,1.0,0,0,4,7,1140,540,1941,0,98136,47.55,-122.388,515.0,6.5,1.7
3,1.0,1.0,0,0,4,7,1010,130,1909,0,98115,47.6782,-122.306,576.0,5.4,1.1
3,1.75,2.0,0,0,3,7,1430,0,1981,0,98011,47.7668,-122.218,375.0,10.6,1.4
3,1.0,1.0,0,0,4,7,1000,440,1980,0,98052,47.6968,-122.124,478.0,7.1,1.4
3,1.0,1.0,0,0,5,7,1030,640,1977,0,98042,47.3659,-122.092,282.0,5.2,1.7
4,4.5,2.0,0,3,3,8,1940,1140,1976,2007,98040,47.5806,-122.244,1400.0,10.6,3.1
5,3.25,2.0,0,0,3,8,3220,1080,1972,0,98027,47.4615,-122.0,593.5,50.4,4.3
4,3.5,2.0,0,0,3,9,3010,0,2004,0,98045,47.4775,-121.691,725.0,174.2,3.0
3,1.75,1.0,0,0,4,8,1560,0,1966,0,98056,47.489,-122.18,306.0,7.5,1.6
4,1.75,1.0,0,0,4,8,1500,420,1975,0,98058,47.4476,-122.128,341.0,7.7,1.9
3,2.5,1.0,0,0,3,7,1400,0,1930,2014,98106,47.553,-122.365,400.0,4.4,1.4
5,2.0,2.0,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305,534.0,3.6,2.3
6,2.5,2.0,0,0,3,7,3880,0,2003,0,98053,47.6816,-122.038,635.0,5.7,3.9
2,1.0,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,350.0,3.9,1.4
3,1.5,1.5,0,0,3,7,1480,0,1928,0,98112,47.623,-122.304,856.0,2.7,1.5
4,3.0,3.0,0,0,3,8,1427,243,2000,0,98122,47.6182,-122.302,582.0,1.2,1.7
4,2.5,2.0,0,0,3,9,3400,0,2004,0,98052,47.7067,-122.129,799.0,6.7,3.4
3,2.5,2.0,0,0,3,8,2070,0,1999,0,98065,47.5348,-121.877,423.7,4.0,2.1
4,3.5,2.0,0,0,3,12,4870,0,1995,0,98006,47.5447,-122.124,1835.0,39.2,4.9
3,2.0,1.0,0,0,3,7,1160,600,1988,0,98010,47.3565,-121.94,322.0,43.6,1.8
4,3.25,2.0,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,929.0,57.5,4.0
2,1.0,1.0,0,0,3,7,880,250,1939,0,98115,47.6971,-122.315,443.0,5.4,1.1
3,1.75,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,441.5,7.7,1.5
4,3.5,2.0,0,2,4,8,3110,0,1979,0,98075,47.592,-122.018,875.0,108.5,3.1
3,3.25,2.0,1,4,3,10,3420,1600,1941,2002,98144,47.5925,-122.287,3600.0,12.4,5.0
2,1.0,1.0,0,0,4,7,740,0,1947,0,98115,47.6787,-122.301,450.0,5.1,0.7
3,2.25,1.0,0,0,3,7,1100,530,1974,0,98034,47.7176,-122.236,425.0,10.5,1.6
4,1.75,2.0,0,0,4,10,2780,0,1978,0,98074,47.6348,-122.06,660.0,9.9,2.8
3,1.75,1.0,0,0,4,7,1100,890,1939,0,98105,47.664,-122.287,763.1,5.6,2.0
4,2.75,2.0,0,0,3,9,2250,0,1992,0,98019,47.7353,-121.962,499.0,14.1,2.2
3,1.75,1.0,0,0,4,8,1350,370,1974,0,98053,47.6608,-122.035,521.0,37.4,1.7
2,1.0,1.0,0,2,5,6,900,0,1925,0,98022,47.228,-122.088,302.0,423.8,0.9
4,2.25,2.0,0,0,3,7,2360,0,1998,0,98038,47.3882,-122.053,293.0,6.3,2.4
3,2.25,2.0,0,0,3,7,1530,0,2011,0,98019,47.7342,-121.968,335.0,4.6,1.5
2,1.0,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,499.0,3.1,1.4
3,1.75,1.5,0,0,3,7,1780,260,1924,0,98115,47.6756,-122.299,600.0,5.0,2.0
4,1.75,1.5,0,0,4,9,2620,0,1962,0,98005,47.5975,-122.174,720.0,11.0,2.6
2,2.0,2.0,0,0,3,6,1180,0,2005,0,98038,47.3501,-122.02,195.0,2.6,1.2
3,1.0,1.0,0,0,3,7,1110,0,1952,0,98166,47.4718,-122.342,249.0,8.4,1.1
3,2.25,2.0,0,0,3,7,1840,0,1989,0,98019,47.7347,-121.976,334.0,9.8,1.8
4,1.75,1.0,0,0,3,8,1510,1210,1952,0,98115,47.6788,-122.283,600.0,7.8,2.7
2,1.75,1.0,0,0,4,8,1090,0,1982,0,98198,47.3782,-122.319,149.9,2.0,1.1
4,1.75,1.0,0,0,3,7,1250,480,1945,0,98115,47.6982,-122.282,700.0,6.5,1.7
4,1.5,1.0,0,0,4,6,1170,0,1960,0,98040,47.5495,-122.232,525.0,6.2,1.2
4,3.75,2.0,0,0,4,10,4740,0,1991,0,98027,47.4449,-121.979,1049.0,126.8,4.7
3,2.5,1.0,0,0,4,7,1290,670,1977,0,98034,47.7249,-122.178,402.0,8.0,2.0
3,2.0,1.0,0,0,3,7,980,450,1947,0,98103,47.6874,-122.336,450.0,3.5,1.4
3,2.25,2.0,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,520.0,44.0,2.5
3,1.75,1.0,0,0,5,7,820,600,1980,0,98023,47.2873,-122.367,205.0,7.0,1.4
3,2.25,1.0,0,0,3,9,2680,0,2004,0,98038,47.4487,-122.033,635.0,176.0,2.7
3,1.0,1.0,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,210.5,9.6,1.2
2,1.0,1.0,0,0,3,6,1070,0,1940,0,98126,47.5698,-122.377,406.6,6.1,1.1
3,1.75,1.0,0,0,4,7,1580,0,1968,0,98010,47.3299,-122.046,350.0,20.0,1.6
4,1.75,1.0,0,0,3,7,930,890,1942,0,98115,47.6872,-122.296,425.0,6.0,1.8
3,3.5,2.0,0,0,3,10,3590,0,1999,0,98074,47.6336,-122.063,798.0,6.4,3.6
